"Label","Score","Symbol","TF","Strategy","RunId","Reason","Trades","ExpectancyR","DrawdownPct","Consistency","VersionKind"
"mean-reversion/USDCAD/H1",,"USDCAD","H1","mean-reversion","6a610681","trades=7 below floor 20 (D3)","7","0","0.00","0.0","sv1-null"
"rsi-divergence/USDCAD/H1",,"USDCAD","H1","rsi-divergence","dac133bb","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"mtf-trend/USDCAD/H1",,"USDCAD","H1","mtf-trend","ef2cee5c","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"trend-breakout/USDCAD/H1",,"USDCAD","H1","trend-breakout","73993a5c","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"ema-alignment/USDCAD/H4",,"USDCAD","H4","ema-alignment","38702f03","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"mtf-trend/USDCAD/H4",,"USDCAD","H4","mtf-trend","e5e316b2","trades=12 below floor 20 (D3)","12","0","0.00","0.0","sv1-null"
"rsi-divergence/USDCAD/H4",,"USDCAD","H4","rsi-divergence","2d86fcc4","trades=17 below floor 20 (D3)","17","0","0.00","0.0","sv1-null"
"mean-reversion/USDCAD/H4",,"USDCAD","H4","mean-reversion","f80158bb","trades=10 below floor 20 (D3)","10","0","0.00","0.0","sv1-null"
"session-breakout/USDCAD/H4",,"USDCAD","H4","session-breakout","19979764","trades=0 below floor 20 (D3)","0","0","0.00","0.0","sv1-null"
"super-trend/USDCAD/H4",,"USDCAD","H4","super-trend","79466135","trades=19 below floor 20 (D3)","19","0","0.00","0.0","sv1-null"
"bb-squeeze/USDCHF/H1",,"USDCHF","H1","bb-squeeze","acdfb83b","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"mtf-trend/USDCHF/H1",,"USDCHF","H1","mtf-trend","433650a5","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"session-breakout/USDCHF/H1",,"USDCHF","H1","session-breakout","6816a44e","trades=17 below floor 20 (D3)","17","0","0.00","0.0","sv1-null"
"super-trend/USDCHF/H1",,"USDCHF","H1","super-trend","a759fd02","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"trend-breakout/USDCHF/H1",,"USDCHF","H1","trend-breakout","2ec34a25","trades=8 below floor 20 (D3)","8","0","0.00","0.0","sv1-null"
"bb-squeeze/USDCHF/H4",,"USDCHF","H4","bb-squeeze","b1ab892e","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"ema-alignment/USDCHF/H4",,"USDCHF","H4","ema-alignment","cc72d170","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"macd-momentum/USDCHF/H4",,"USDCHF","H4","macd-momentum","d0ec3937","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"mean-reversion/USDCHF/H4",,"USDCHF","H4","mean-reversion","7b2295bf","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"mtf-trend/USDCHF/H4",,"USDCHF","H4","mtf-trend","1ef0b169","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"rsi-divergence/USDCHF/H4",,"USDCHF","H4","rsi-divergence","51523b05","trades=14 below floor 20 (D3)","14","0","0.00","0.0","sv1-null"
"session-breakout/USDCHF/H4",,"USDCHF","H4","session-breakout","8e51c261","trades=0 below floor 20 (D3)","0","0","0.00","0.0","sv1-null"
"super-trend/USDCHF/H4",,"USDCHF","H4","super-trend","b69ddbbf","trades=16 below floor 20 (D3)","16","0","0.00","0.0","sv1-null"
"trend-breakout/USDCHF/H4",,"USDCHF","H4","trend-breakout","0254e346","trades=10 below floor 20 (D3)","10","0","0.00","0.0","sv1-null"
"bb-squeeze/USDJPY/H1",,"USDJPY","H1","bb-squeeze","8b7a2349","trades=15 below floor 20 (D3)","15","0","0.00","0.0","sv1-null"
"macd-momentum/USDJPY/H1",,"USDJPY","H1","macd-momentum","382b1d6a","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"mtf-trend/USDJPY/H1",,"USDJPY","H1","mtf-trend","98ed77cc","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"rsi-divergence/USDJPY/H1",,"USDJPY","H1","rsi-divergence","174fc2f8","trades=13 below floor 20 (D3)","13","0","0.00","0.0","sv1-null"
"trend-breakout/USDJPY/H1",,"USDJPY","H1","trend-breakout","e73cac19","trades=17 below floor 20 (D3)","17","0","0.00","0.0","sv1-null"
"super-trend/USDJPY/H1",,"USDJPY","H1","super-trend","3fdc4e1c","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"bb-squeeze/USDJPY/H4",,"USDJPY","H4","bb-squeeze","a55bce32","trades=7 below floor 20 (D3)","7","0","0.00","0.0","sv1-null"
"macd-momentum/USDJPY/H4",,"USDJPY","H4","macd-momentum","cda11a20","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"ema-alignment/USDJPY/H4",,"USDJPY","H4","ema-alignment","72ea6c9b","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"mean-reversion/USDJPY/H4",,"USDJPY","H4","mean-reversion","d5168aed","trades=19 below floor 20 (D3)","19","0","0.00","0.0","sv1-null"
"rsi-divergence/USDJPY/H4",,"USDJPY","H4","rsi-divergence","7387d14e","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"session-breakout/USDJPY/H4",,"USDJPY","H4","session-breakout","fbc810a6","trades=0 below floor 20 (D3)","0","0","0.00","0.0","sv1-null"
"super-trend/USDJPY/H4",,"USDJPY","H4","super-trend","bd334f58","trades=16 below floor 20 (D3)","16","0","0.00","0.0","sv1-null"
"trend-breakout/USDJPY/H4",,"USDJPY","H4","trend-breakout","2164ce90","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"ema-alignment/XAGUSD/H1",,"XAGUSD","H1","ema-alignment","662568f7","trades=8 below floor 20 (D3)","8","0","0.00","0.0","sv1-null"
"mean-reversion/XAGUSD/H1",,"XAGUSD","H1","mean-reversion","9fcf621e","trades=18 below floor 20 (D3)","18","0","0.00","0.0","sv1-null"
"mtf-trend/XAGUSD/H1",,"XAGUSD","H1","mtf-trend","e6dbc12d","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"rsi-divergence/XAGUSD/H1",,"XAGUSD","H1","rsi-divergence","677c2f91","trades=13 below floor 20 (D3)","13","0","0.00","0.0","sv1-null"
"ema-alignment/XAGUSD/H4",,"XAGUSD","H4","ema-alignment","59e79386","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"macd-momentum/XAGUSD/H4",,"XAGUSD","H4","macd-momentum","e6ef44af","trades=12 below floor 20 (D3)","12","0","0.00","0.0","sv1-null"
"mean-reversion/XAGUSD/H4",,"XAGUSD","H4","mean-reversion","e3002b26","trades=10 below floor 20 (D3)","10","0","0.00","0.0","sv1-null"
"mtf-trend/XAGUSD/H4",,"XAGUSD","H4","mtf-trend","3533a459","trades=15 below floor 20 (D3)","15","0","0.00","0.0","sv1-null"
"rsi-divergence/XAGUSD/H4",,"XAGUSD","H4","rsi-divergence","f77656ee","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"session-breakout/XAGUSD/H4",,"XAGUSD","H4","session-breakout","879ea352","trades=0 below floor 20 (D3)","0","0","0.00","0.0","sv1-null"
"super-trend/XAGUSD/H4",,"XAGUSD","H4","super-trend","b0da9e23","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"trend-breakout/XAGUSD/H4",,"XAGUSD","H4","trend-breakout","cdf4223b","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"macd-momentum/XAUUSD/H1",,"XAUUSD","H1","macd-momentum","5cf9d21d","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"ema-alignment/XAUUSD/H1",,"XAUUSD","H1","ema-alignment","585a2fc1","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"mtf-trend/XAUUSD/H1",,"XAUUSD","H1","mtf-trend","1a15cef5","trades=7 below floor 20 (D3)","7","0","0.00","0.0","sv1-null"
"rsi-divergence/XAUUSD/H1",,"XAUUSD","H1","rsi-divergence","44fa69fe","trades=6 below floor 20 (D3)","6","0","0.00","0.0","sv1-null"
"session-breakout/XAUUSD/H1",,"XAUUSD","H1","session-breakout","23641064","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"trend-breakout/XAUUSD/H1",,"XAUUSD","H1","trend-breakout","4cfe61a5","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"super-trend/XAUUSD/H1",,"XAUUSD","H1","super-trend","61a1eea2","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"macd-momentum/XAUUSD/H4",,"XAUUSD","H4","macd-momentum","0e25886c","trades=4 below floor 20 (D3)","4","0","0.00","0.0","sv1-null"
"ema-alignment/XAUUSD/H4",,"XAUUSD","H4","ema-alignment","f99bdc5f","trades=11 below floor 20 (D3)","11","0","0.00","0.0","sv1-null"
"bb-squeeze/XAUUSD/H4",,"XAUUSD","H4","bb-squeeze","dd9286b7","trades=16 below floor 20 (D3)","16","0","0.00","0.0","sv1-null"
"mtf-trend/XAUUSD/H4",,"XAUUSD","H4","mtf-trend","0031cb7c","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
"mean-reversion/XAUUSD/H4",,"XAUUSD","H4","mean-reversion","55517f19","trades=9 below floor 20 (D3)","9","0","0.00","0.0","sv1-null"
"rsi-divergence/XAUUSD/H4",,"XAUUSD","H4","rsi-divergence","d5d31d19","trades=2 below floor 20 (D3)","2","0","0.00","0.0","sv1-null"
"session-breakout/XAUUSD/H4",,"XAUUSD","H4","session-breakout","c3cc30ec","trades=0 below floor 20 (D3)","0","0","0.00","0.0","sv1-null"
"super-trend/XAUUSD/H4",,"XAUUSD","H4","super-trend","0a6b6d6c","trades=5 below floor 20 (D3)","5","0","0.00","0.0","sv1-null"
